Name,Team,Meet,Time,Flags,links_for_scores,Event,score,pts
Revere Schmidt,C-M-S,CMS vs. Pomona,5:09.33,NA,https://www.swimcloud.com/results/335979/event/7/?id=145468609#time145468609,500 Free,6.50,NA
Taylor Park,Pomona-Pitzer,SCIAC Championships,5:10.36,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860567#time146860567,500 Free,6.50,NA
Andrea Bish,Pomona-Pitzer,SCIAC Championships,5:10.96,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860561#time146860561,500 Free,4,NA
Cam Alexander,California Lutheran,SCIAC Championships,5:11.42,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860523#time146860523,500 Free,NA,664
Amanda George,Occidental,SCIAC Championships,5:11.42,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860559#time146860559,500 Free,5,NA
Kyra Burns,C-M-S,La Verne Invitational,5:11.69,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407209#time137407209,500 Free,NA,661
Karolina Dzieciol,Pomona-Pitzer,D3 Shootout,5:12.80,NA,https://www.swimcloud.com/results/319506/event/22/?id=135782307#time135782307,500 Free,14,NA
Noel Partridge,California Lutheran,Occidental Invite,5:13.36,NA,https://www.swimcloud.com/results/321956/event/5/?id=137230296#time137230296,500 Free,34,NA
Audrey Brown,Chapman,La Verne Invitational,5:13.61,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407201#time137407201,500 Free,–,NA
Elizabeth Ma,Caltech,Occidental Invite,5:14.31,NA,https://www.swimcloud.com/results/321956/event/5/?id=137230297#time137230297,500 Free,12,NA
Riana Barrett,Whittier,SCIAC Championships,5:14.50,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860579#time146860579,500 Free,–,NA
Liz Won,Caltech,SCIAC Championships,5:14.98,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860537#time146860537,500 Free,NA,642
Annika Mittelsteadt,Chapman,SCIAC Championships,5:15.40,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860542#time146860542,500 Free,NA,640
Dylan Hutchinson,Pomona-Pitzer,UC Santa Cruz v Pomona-Pitzer,5:16.80,NA,https://www.swimcloud.com/results/333169/event/19/?id=144029593#time144029593,500 Free,1,NA
Laine Gilluly,California Lutheran,SCIAC Championships,5:17.91,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860529#time146860529,500 Free,NA,636
Dru Bauman,California Lutheran,Occidental Invite,5:18.44,NA,https://www.swimcloud.com/results/321956/event/5/?id=137230290#time137230290,500 Free,NA,634
Jenna Kimborowicz,Chapman,La Verne Invitational,5:18.49,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407203#time137407203,500 Free,NA,634
Izzy Yoon,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:18.72,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344033#time142344033,500 Free,NA,634
Julia Benko,California Lutheran,SCIAC Championships,5:19.28,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860526#time146860526,500 Free,10,NA
Bella Ortiz,Chapman,SCIAC Championships,5:19.90,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860544#time146860544,500 Free,NA,623
Clara Van Note,Chapman,SCIAC Championships,5:20.45,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860546#time146860546,500 Free,–,NA
Anna Dyckerhoff,Whittier,SCIAC Championships,5:20.52,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860581#time146860581,500 Free,NA,NA
Alexis Anderson,Chapman,SCIAC Championships,5:20.62,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860538#time146860538,500 Free,1,NA
Kae Tanabe,Pomona-Pitzer,CMS vs. Pomona,5:23.47,NA,https://www.swimcloud.com/results/335979/event/7/?id=145468612#time145468612,500 Free,28,NA
Mati Dixon,Chapman,La Verne Invitational,5:24.85,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407202#time137407202,500 Free,–,NA
Molly Beetner,C-M-S,Cal Baptist at Claremont vs. Cal Baptist,5:25.11,NA,https://www.swimcloud.com/results/329716/event/19/?id=142158778#time142158778,500 Free,NA,613
Kamille Pellettieri,Occidental,Redlands vs. Whittier vs. Occidental,5:25.68,NA,https://www.swimcloud.com/results/332075/event/21/?id=144956524#time144956524,500 Free,NA,611
Sienna Bone,C-M-S,Cal Lu & LaVerne at CMS,5:26.06,NA,https://www.swimcloud.com/results/330051/event/23/?id=142391307#time142391307,500 Free,14,NA
Graeleigh Jones,Pomona-Pitzer,Biola vs Pomona-Pitzer,5:27.21,NA,https://www.swimcloud.com/results/331260/event/25/?id=143307037#time143307037,500 Free,24,NA
Sara Talmaci,Chapman,La Verne Invitational,5:27.39,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407206#time137407206,500 Free,–,NA
Kyler Brumfield,Occidental,SCIAC Championships,5:27.91,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860557#time146860557,500 Free,NA,591
Emmie Appl,Pomona-Pitzer,Whittier vs. Pomona-Pitzer,5:28.11,NA,https://www.swimcloud.com/results/328847/event/23/?id=142214012#time142214012,500 Free,1,NA
Nika Makhervaks,C-M-S,CMS vs. Occidental,5:28.57,NA,https://www.swimcloud.com/results/328613/event/23/?id=141689708#time141689708,500 Free,NA,589
Caroline Agostini,Occidental,SCIAC Championships,5:29.20,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860556#time146860556,500 Free,32,NA
Emmy Luu,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,5:29.52,NA,https://www.swimcloud.com/results/319486/event/25/?id=135244972#time135244972,500 Free,NA,586
Mollie Appl,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:30.39,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344027#time142344027,500 Free,–,NA
Andrea Brenstrom,Redlands,La Verne Invitational,5:30.42,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407262#time137407262,500 Free,–,NA
Paulina Naydenkov,Caltech,Occidental Invite,5:30.53,NA,https://www.swimcloud.com/results/321956/event/5/?id=137230298#time137230298,500 Free,NA,583
Joy Lee,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:31.76,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344029#time142344029,500 Free,26,NA
Ally Rudolph,C-M-S,Whittier vs. C-M-S vs. Chapman,5:32.36,NA,https://www.swimcloud.com/results/318057/event/23/?id=135173971#time135173971,500 Free,20,NA
Nina Aballea,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,5:34.67,NA,https://www.swimcloud.com/results/319486/event/25/?id=135244977#time135244977,500 Free,17,NA
Anna Werts,C-M-S,CMS vs. Occidental,5:34.91,NA,https://www.swimcloud.com/results/328613/event/23/?id=141689711#time141689711,500 Free,16,NA
Ana-Adela Duran,Redlands,La Verne Invitational,5:36.75,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407263#time137407263,500 Free,15,NA
Bella Cabral,Whittier,SCIAC Championships,5:37.50,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860580#time146860580,500 Free,4,NA
Kalla Pellettieri,Chapman,Chapman vs. California Lutheran,5:38.06,NA,https://www.swimcloud.com/results/333909/event/23/?id=145364257#time145364257,500 Free,NA,707
Ashley Dangol,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:39.30,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344028#time142344028,500 Free,13,NA
Kelly Long,La Verne,SCIAC Championships,5:39.39,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860573#time146860573,500 Free,12,NA
Melissa Brill,California Lutheran,SCIAC Championships,5:39.68,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860527#time146860527,500 Free,9,NA
Mackenzie Neese,Redlands,SCIAC Championships,5:40.77,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860576#time146860576,500 Free,34,NA
Rylie Kohl,Redlands,La Verne Invitational,5:42.62,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407264#time137407264,500 Free,NA,681
Maya Van Atta,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:43.06,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344032#time142344032,500 Free,6.50,NA
Sara Dawidian,La Verne,La Verne Invitational,5:43.42,NA,https://www.swimcloud.com/results/321222/event/3/?id=137407259#time137407259,500 Free,6.50,NA
Kaile Itow,Redlands,Redlands vs. C-M-S,5:43.58,NA,https://www.swimcloud.com/results/331913/event/25/?id=143935970#time143935970,500 Free,4,NA
Francesca Coppo,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,5:44.10,NA,https://www.swimcloud.com/results/319486/event/25/?id=135244968#time135244968,500 Free,NA,664
Bianca Bayer,Chapman,Chapman vs. La Verne,5:45.45,NA,https://www.swimcloud.com/results/328137/event/17/?id=141731049#time141731049,500 Free,5,NA
Mary Louisa Leopold,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,5:48.35,NA,https://www.swimcloud.com/results/319486/event/25/?id=135244975#time135244975,500 Free,NA,661
Ella Reedy,Occidental,SCIAC Championships,5:48.45,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860560#time146860560,500 Free,14,NA
Ellie Wang,Caltech,Caltech vs. California Lutheran vs. Redlands,5:52.32,NA,https://www.swimcloud.com/results/314106/event/25/?id=141682709#time141682709,500 Free,34,NA
Amaia Sherman,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:54.58,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344031#time142344031,500 Free,–,NA
Kiana Li,Pomona-Pitzer,Pomona-Pitzer vs. Redlands,5:54.70,NA,https://www.swimcloud.com/results/328926/event/25/?id=142344030#time142344030,500 Free,12,NA
Dania NOUR,California Lutheran,Rodionoff Invite,5:56.66,NA,https://www.swimcloud.com/results/314508/event/31/?id=133086125#time133086125,500 Free,–,NA
Taylor Stute,La Verne,Lewis & Clark vs. La Verne,5:57.40,NA,https://www.swimcloud.com/results/319433/event/17/?id=135179844#time135179844,500 Free,NA,642
Harper Tarros,Redlands,SCIAC Championships,5:59.90,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860577#time146860577,500 Free,NA,640
Lily Florez,La Verne,Caltech vs. La Verne,6:00.52,NA,https://www.swimcloud.com/results/314107/event/23/?id=144736188#time144736188,500 Free,1,NA
Abby Springer,Redlands,Caltech vs. California Lutheran vs. Redlands,6:00.79,NA,https://www.swimcloud.com/results/314106/event/25/?id=141682717#time141682717,500 Free,NA,636
Mia Kronson,Pomona-Pitzer,Cal Lutheran vs Pomona-Pitzer,6:05.25,NA,https://www.swimcloud.com/results/319486/event/25/?id=135244990#time135244990,500 Free,NA,634
Allie Haluska,Whittier,SCIAC Championships,6:23.34,NA,https://www.swimcloud.com/results/310385/event/7/?id=146860582#time146860582,500 Free,NA,634
Katy Shaw,C-M-S,SCIAC Championships,10:20.85,X,https://www.swimcloud.com/results/310385/event/30/?id=146860660#time146860660,1000 Free,20,NA
Revere Schmidt,C-M-S,SCIAC Championships,10:26.78,X,https://www.swimcloud.com/results/310385/event/30/?id=146860659#time146860659,1000 Free,17,NA
Corley Smith,C-M-S,SCIAC Championships,10:32.85,X,https://www.swimcloud.com/results/310385/event/30/?id=146860661#time146860661,1000 Free,16,NA
Kendall Moffitt,California Lutheran,SCIAC Championships,10:33.96,X,https://www.swimcloud.com/results/310385/event/30/?id=146860649#time146860649,1000 Free,15,NA
Avalon Sanders,C-M-S,SCIAC Championships,10:38.74,X,https://www.swimcloud.com/results/310385/event/30/?id=146860658#time146860658,1000 Free,4,NA
Abby Raclaw,Pomona-Pitzer,SCIAC Championships,10:39.75,X,https://www.swimcloud.com/results/310385/event/30/?id=146860665#time146860665,1000 Free,NA,707
Kathryn Bennett Jones,Pomona-Pitzer,La Verne Invitational,10:40.68,X,https://www.swimcloud.com/results/321222/event/25/?id=137407518#time137407518,1000 Free,13,NA
Elizabeth Ma,Caltech,Caltech vs. C-M-S,10:41.97,NA,https://www.swimcloud.com/results/314105/event/5/?id=136111866#time136111866,1000 Free,12,NA
Noel Partridge,California Lutheran,Occidental Invite,10:44.50,X,https://www.swimcloud.com/results/321956/event/35/?id=137230324#time137230324,1000 Free,9,NA
Cam Alexander,California Lutheran,Occidental Invite,10:46.30,X,https://www.swimcloud.com/results/321956/event/35/?id=137230319#time137230319,1000 Free,34,NA
Riana Barrett,Whittier,SCIAC Championships,10:46.88,NA,https://www.swimcloud.com/results/310385/event/442/?id=146862224#time146862224,1000 Free,NA,681
Dru Bauman,California Lutheran,Occidental Invite,10:48.31,X,https://www.swimcloud.com/results/321956/event/35/?id=137230320#time137230320,1000 Free,6.50,NA
Naomi Locala,Pomona-Pitzer,SCIAC Championships,10:48.87,X,https://www.swimcloud.com/results/310385/event/30/?id=146860664#time146860664,1000 Free,6.50,NA
Laine Gilluly,California Lutheran,Occidental Invite,10:54.08,X,https://www.swimcloud.com/results/321956/event/35/?id=137230322#time137230322,1000 Free,4,NA
Amanda George,Occidental,SCIAC Championships,10:56.58,X,https://www.swimcloud.com/results/310385/event/30/?id=146860662#time146860662,1000 Free,NA,664
Liz Won,Caltech,Occidental Invite,10:57.22,X,https://www.swimcloud.com/results/321956/event/35/?id=137230327#time137230327,1000 Free,5,NA
Kae Tanabe,Pomona-Pitzer,SCIAC Championships,11:02.41,X,https://www.swimcloud.com/results/310385/event/30/?id=146860666#time146860666,1000 Free,NA,661
Alexis Anderson,Chapman,SCIAC Championships,11:03.48,X,https://www.swimcloud.com/results/310385/event/30/?id=146860653#time146860653,1000 Free,14,NA
Jenna Kimborowicz,Chapman,La Verne Invitational,11:04.39,X,https://www.swimcloud.com/results/321222/event/25/?id=137407503#time137407503,1000 Free,34,NA
Grace Tuhabonye,Caltech,Occidental vs. Caltech,11:05.79,NA,https://www.swimcloud.com/results/319245/event/7/?id=135124088#time135124088,1000 Free,–,NA
Kyra Burns,C-M-S,Whittier vs. C-M-S vs. Chapman,11:08.15,NA,https://www.swimcloud.com/results/318057/event/3/?id=135173962#time135173962,1000 Free,12,NA
Anna Dyckerhoff,Whittier,SCIAC Championships,11:08.56,X,https://www.swimcloud.com/results/310385/event/30/?id=146860671#time146860671,1000 Free,–,NA
Dylan Hutchinson,Pomona-Pitzer,Biola vs Pomona-Pitzer,11:12.69,NA,https://www.swimcloud.com/results/331260/event/5/?id=143307105#time143307105,1000 Free,NA,642
Andrea Bish,Pomona-Pitzer,Pomona Pitzer vs Cal Baptist,11:15.16,NA,https://www.swimcloud.com/results/318262/event/3/?id=134466466#time134466466,1000 Free,NA,640
Sara Talmaci,Chapman,SCIAC Championships,11:16.20,X,https://www.swimcloud.com/results/310385/event/30/?id=146860657#time146860657,1000 Free,1,NA
Mati Dixon,Chapman,La Verne Invitational,11:18.92,X,https://www.swimcloud.com/results/321222/event/25/?id=137407502#time137407502,1000 Free,NA,636
Audrey Brown,Chapman,SCIAC Championships,11:19.88,X,https://www.swimcloud.com/results/310385/event/30/?id=146860654#time146860654,1000 Free,NA,634
Melissa Brill,California Lutheran,SCIAC Championships,11:20.65,X,https://www.swimcloud.com/results/310385/event/30/?id=146860647#time146860647,1000 Free,NA,634
Bella Cabral,Whittier,SCIAC Championships,11:24.62,X,https://www.swimcloud.com/results/310385/event/30/?id=146860670#time146860670,1000 Free,NA,634
Maren Rusk,Pomona-Pitzer,Concordia v Pomona-Pitzer,11:30.20,NA,https://www.swimcloud.com/results/318660/event/3/?id=134703080#time134703080,1000 Free,10,NA
Sarah Radle,Occidental,CMS vs. Occidental,11:37.98,NA,https://www.swimcloud.com/results/328613/event/3/?id=141689592#time141689592,1000 Free,NA,623
Paulina Naydenkov,Caltech,Occidental Invite,11:42.45,X,https://www.swimcloud.com/results/321956/event/35/?id=137230326#time137230326,1000 Free,–,NA
Gessica King,Whittier,Whittier vs. Caltech,11:57.32,NA,https://www.swimcloud.com/results/328848/event/3/?id=144199177#time144199177,1000 Free,NA,NA
Mackenzie Neese,Redlands,SCIAC Championships,11:58.52,X,https://www.swimcloud.com/results/310385/event/30/?id=146860668#time146860668,1000 Free,1,NA
Sara Dawidian,La Verne,La Verne Invitational,12:01.96,X,https://www.swimcloud.com/results/321222/event/25/?id=137407527#time137407527,1000 Free,28,NA
Karen Zhou,Caltech,Whittier vs. Caltech,12:03.60,NA,https://www.swimcloud.com/results/328848/event/3/?id=144199175#time144199175,1000 Free,–,NA
Dania NOUR,California Lutheran,Cal Lutheran vs Pomona-Pitzer,12:05.78,NA,https://www.swimcloud.com/results/319486/event/5/?id=135244900#time135244900,1000 Free,NA,613
Candace Farling,Occidental,Occidental vs. Caltech,12:09.95,NA,https://www.swimcloud.com/results/319245/event/7/?id=135124090#time135124090,1000 Free,NA,611
Rylie Kohl,Redlands,Redlands vs. Whittier vs. Occidental,12:16.45,NA,https://www.swimcloud.com/results/332075/event/3/?id=144956477#time144956477,1000 Free,14,NA
Caroline Agostini,Occidental,CMS vs. Occidental,12:18.53,NA,https://www.swimcloud.com/results/328613/event/3/?id=141689591#time141689591,1000 Free,24,NA
Kyler Brumfield,Occidental,Redlands vs. Whittier vs. Occidental,12:21.79,NA,https://www.swimcloud.com/results/332075/event/3/?id=144956473#time144956473,1000 Free,–,NA
Ella Reedy,Occidental,Redlands vs. Whittier vs. Occidental,12:40.67,NA,https://www.swimcloud.com/results/332075/event/3/?id=144956475#time144956475,1000 Free,NA,591
Analise Belasco,Redlands,Redlands vs. Whittier vs. Occidental,12:55.70,NA,https://www.swimcloud.com/results/332075/event/3/?id=144956476#time144956476,1000 Free,1,NA
Katy Shaw,C-M-S,CMS vs. Pomona-Pitzer,17:03.35,D3 B,https://www.swimcloud.com/results/324574/event/35/?id=138342153#time138342153,1650 Free,20,NA
Revere Schmidt,C-M-S,UCSB Invite,17:18.17,D3 B,https://www.swimcloud.com/results/334598/event/25/?id=144778943#time144778943,1650 Free,17,NA
Kendall Moffitt,California Lutheran,SCIAC Championships,17:23.45,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860649#time146860649,1650 Free,16,NA
Avalon Sanders,C-M-S,SCIAC Championships,17:27.67,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860658#time146860658,1650 Free,15,NA
Corley Smith,C-M-S,SCIAC Championships,17:28.57,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860661#time146860661,1650 Free,4,NA
Kathryn Bennett Jones,Pomona-Pitzer,La Verne Invitational,17:31.43,NA,https://www.swimcloud.com/results/321222/event/25/?id=137407518#time137407518,1650 Free,NA,707
Abby Raclaw,Pomona-Pitzer,SCIAC Championships,17:32.42,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860665#time146860665,1650 Free,13,NA
Naomi Locala,Pomona-Pitzer,SCIAC Championships,17:50.27,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860664#time146860664,1650 Free,12,NA
Noel Partridge,California Lutheran,Occidental Invite,17:52.62,NA,https://www.swimcloud.com/results/321956/event/35/?id=137230324#time137230324,1650 Free,9,NA
Cam Alexander,California Lutheran,Occidental Invite,17:54.80,NA,https://www.swimcloud.com/results/321956/event/35/?id=137230319#time137230319,1650 Free,34,NA
Elizabeth Ma,Caltech,SCIAC Championships,17:55.58,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860651#time146860651,1650 Free,NA,681
Riana Barrett,Whittier,SCIAC Championships,17:56.57,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860669#time146860669,1650 Free,6.50,NA
Dru Bauman,California Lutheran,Occidental Invite,17:56.87,NA,https://www.swimcloud.com/results/321956/event/35/?id=137230320#time137230320,1650 Free,6.50,NA
Amanda George,Occidental,SCIAC Championships,17:57.69,NA,https://www.swimcloud.com/results/310385/event/30/?id=146860662#time146860662,1650 Free,4,NA
Andrea Bish,Pomona-Pitzer,CMS vs. Pomona-Pitzer,18:04.35,NA,https://www.swimcloud.com/results/324574/event/35/?id=138342010#time138342010,1650 Free,NA,664
Laine Gilluly,California Lutheran,Occidental Invite,18:10.38,NA,https://www.swimcloud.com/results/321956/event/35/?id=137230322#time137230322,1650 Free,5,NA
